CLAVE,NOMBRE
1146,Pechuga sin piel deshebrada
1147,Pechuga sin piel desmenuzada
1148,Pechuga sin pile molida
1149,Perca cocida 
1150,Perca cruda
1151,Perca fileteada
1152,Pescado blanco ahumado
1153,Pescado en trozo
1154,Pescado entero
1155,Pescado fileteado
1156,Pescado rebenado
1157,Pescado seco tipo bacalao
1158,Pez espada cocido
1159,Pez espada crudo
1160,Pez espada crudo fileteado
1161,Pez espada crudo rebanado
1162,Pollo crudo sin piel
1163,Pollo crudo sin piel en piezas
1164,Pollo deshebrado
1165,Pollo sin piel cocido
1166,Proteina aislada de soya
1167,Proteina concentrda de soya
1168,Pulmón de cerdo
1169,Pulpa de jaiba
1170,Pulpo cocido
1171,Pilopo crudo
1172,Puntas de filete
1173,Puntas de res
1174,Queso Cotagge Lala Light
1175,Queso cottage
1176,Queso cottage 1% grasa
1177,Queso cottage 2% grasa
1178,Queso cottage bajo en grasa
1179,Queso Mozzarella cero grasa
1180,Queso suizo muy bajo en grasa
1181,Retazo de pescado crudo
1182,Riñones de carnero crudos
1183,Riñones de cerdo cocidos
1184,Riñones de res cocidos
1185,Riñones de ternera cocidos
1186,Roast beef
1187,Robalo cocido
1188,Robaalo crudo
1189,Robalo fileteado
1190,Salmón ahumado
1191,Sast orugas
1192,Surimi
1193,Suirimi imitacion camaron
1194,Tampiqueña
1195,Tampiqueña de filete
1196,Trucha fresca
1197,Venado cocido    (carne magra)
1198,Venado crudo         (carne magra)
1199,Aguja de res
1200,Anchoa con aceite
1201,Arenque cocido
1202,Arenque fresco crudo
1203,Arrachera cruda
1204,Arrachera de res cruda
1205,Atún blanco en aceite
1206,Atún en aceite drenado
1207,Barbacoa
1208,Barbacoa con hueso
1209,Bistec de ternera
1210,Bonito
1211,Bonito en aceite
1212,Bonito filereado
1213,Cabeza de carnero cocida
1214,Cabeza de cerdo
1215,Calamar frito
1216,Carne de cerdo
1217,Carne de cerdo molida
1218,Carne de ganzo de crianza
1219,Carne de pato de crianza
1220,Carne de res (promedio)
1221,Carne de ternera
1222,Carne molida de cerdo
1223,Carne promedio
1224,Carnero
1225,Carnero con hueso
1226,Carpa
1227,Carpa cocida
1228,Carpa horneada
1229,Chuleta de cerdo
1230,Conejo
1231,Conejo de crianza
1232,Corazón de borrego
1233,Corazón de borrego cocido
1234,Corazón de cordero
1235,Corazón de cordero cocido
1236,Corazón de pavo
1237,Corazón de pollo cocido
1238,Corned beef
1239,Corned beef con áspic
1240,Cuete de ternera
1241,Falda de cerdo
1242,Filete de carpa
1243,Filete de cerdo
1244,Filete de puerco
1245,Filete de salmón
1246,Gallina
1247,Gallina joven cocida
1248,Ganso de crianza
1249,Guajolote
1250,Hígado de ganzo crudo
1251,Hígado de borrego crudo
1252,Hígado de cerdo cocido
1253,Hígado de ganzo 
1254,Hígado de pato crudo
1255,Hígado de pavo
1256,Hígado de pollo cocido
1257,Hígado de pollo crudo
1258,Hígado de res cocido
1259,Hígado de res frito
1260,Hueva de pescado cocida
1261,Huevo congelado sin colesterol
1262,Huevo de tortuga
1263,Jamón bajo en grasa
1264,Jamón de pavo
1265,Jamón de pierna
1266,Lomo de cerdo
1267,Lomo de cerdo en trozos
1268,Maciza de carnero
1269,Maciza de ternera
1270,Milanesa de cerdo
1271,Milanesa de ternera
1272,Molida de cerdo
1273,Molida de res
1274,Molida de sirloin
1275,Molida especial
1276,Molida regular de res (10% grasa)
1277,Muslo de pollo crudo sin piel
1278,Ostión cocido
1279,Ostión crudo
1280,Ostión cultivado
1281,Ostión cultivado cocido
1282,Ostión en jugo
1283,Ostión enlatado
1284,Pámpano
1285,Pámpano cocido
1286,Pámpano fileteado
1287,Pancita de puerco
1288,Pasta de anchoas
1289,Pasta de camarón
1290,Pasta de langosta
1291,Pastrami de pavo
1292,Pato de crianza
1293,Pavo
1294,Pavo entero
1295,Pechuga de pollo con piel
1296,Pescado blanco
1297,Pescado blanco cocido
1298,Pescado blanco fileteado
1299,Pescuezo de pollo sin piel
1300,Pescuezo de res
1301,Pierna de carnero
1302,Pierna de cerdo
1303,Pierna de cordero
1304,Pierna de pollo cin piel cocida
1305,Pierna de pollo cin piel cruda
1306,Pierna de cerdo
1307,Pulpa de cerdo
1308,Pulpa de ternera
1309,Queso cheddar bajo en grasa
1310,Queso cotage cremoso
1311,Queso de soya
1312,Queso fresco
1313,Queso fresco de cabra
1314,Queso fresco de vaca
1315,Queso Oaxaca Lala Light
1316,Queso panela
1317,Queso panela Lala Light
1318,Queso ricotta reducido en grasa
1319,Retazo de carnero
1320,Rib eye sin grasa
1321,Salmón
1322,Salmón cocido
1323,Salmón fresco
1324,Short loin
1325,Sierra ahumada
1326,Sirloin
1327,Sustituto de huevo en polvo
1328,Sustituto de huevo liquido
1329,T-bone sin grasa
1330,Ternera
1331,Ternera en canal
1332,"Tofu, firme"
1333,Trucha
1334,Trucha ahumada
1335,Trucha cocida
1336,Trucha fileteada
1337,Arenque marinado
1338,Bistec bola
1339,Bola de res
1340,Boquerones (fritos)
1341,Carne de suadero
1342,Carne deshebrada
1343,Carne molida estra magna cocida
1344,Carne molida estra magna salteada
1345,Caviar
1346,Caviar negro
1347,Caviar rojo
1348,Chicharrón
1349,Chicharrón de cerdo
1350,Chicharrón de puerco
1351,Costillar de cerdo
1352,Costillitas de cerdo
1353,Gusanos de maguey
1354,"Huevo ""enriquecido con DHA-Omega 3 y Vitamina E"""
1355,Huevo agra
1356,Huevo batido o revuelto cocido
1357,Huevo blanco cocido
1358,Huevo cocido
1359,Huevo de codorniz fresco
1360,Huevo deshidratado
1361,Huevo en polvo
1362,Huevo entero cocido
1363,Huevo entero fresco
1364,Huevo  fresco
1365,Huevo pochado
1366,Huevo rojo cocido
1367,Longaniza de primera
1368,Macarela cocida
1369,Macarela fresca
1370,Muslo de pierna con piel cocido con hueso
1371,Muslo de pierna con piel crudo con hueso
1372,Orejas de cerdo
1373,Pata de cerdo cocidas
1374,Patas de cerdo en escabeche
1375,Patitas de cerdo encurtidas sin hueso
1376,Pecho de res
1377,Pierna de pollo con piel cocida
1378,Pierna y mueslo de pollo con piel
1379,Queso blanco
1380,Queso de soya
1381,Queso holandés
1382,Queso monterrey bajo en grasa
1383,Queso Mozzarella reducido en grasa
1384,Queso Mozzarella semidescremado
1385,Queso Muenster bajo en grasa
1386,Queso parmensano
1387,Queso parmensano duro
1388,Queso parmensano en trozo
1389,Queso parmensano rallado
1390,Queso ricotta semidescremado
1391,Queso tipo americano lala light
1392,Requesón promedio
1393,Salami de pavo
1394,Salchica de pavo
1395,Salchicha vegetariana
1396,Salmón de aceite
1397,Sardina en aceite
1398,Sardina en tomate
1399,Sesos de cerdo cocidos
1400,Sesos de cordero cocidos
1401,Sesos de ternera cocidos
1402,Sierra
1403,Sierra fileteada
1404,Sierra picada
1405,Suarero crudo
1406,Sustituto de queso mozzarella
1407,Alón de pollo con piel cocido
1408,Alón de pollo con piel crudo
1409,Añejo tipo cotija
1410,Carne de res semigrasossa
1411,Carne molida popular de res
1412, Carne molida regular
1413,Carne molida regular cocida
1414,Carne obscura de pollo con piel
1415,Cecina de res
1416,Cerdo en canal
1417,Cheez whiz
1418,Chuleta de carnero
1419,Chuleta de cordero entera
1420,Cordero
1421,Costilla de carnero
1422,Costilla de res
1423,Espaldilla
1424,Espaldilla de cerdo
1425,Espinazo
1426,Espinazo de cerdo
1427,Fondue de queso
1428,Huevo de gansa
1429,Huevo de pato 
1430,Huevo de pavo
1431,Huevo estrellado
1432,Huevo frito
1433,Huevo revuelto
1434,Jamón ahumado
1435,Jamón americano
1436,Jamón bajo en sodio
1437,Jamón cocido
1438,Jamón del diablo
1439,Jamón horneado 
1440,Jamón virginia
1441,Jumiles
1442,Lengua de cerdo cocida
1443,Lengua de res cocida
1444,Maciza de cedo
1445,Maciza de puerco
1446,Molida de carnero
1447,Molida popular de res
1448,Morcilla
1449,Morcilla de arroz
1450,Moronga
1451,Mortadela
1452,Mozzarella fresco
1453,Nugget de pollo
1454,Nugget de queso
1455,Nugget de soya
1456,Ostión ahumado
1457,Ostión empanizado
1458,Palitos de pescado congelados
1459,Paloma
1460,Pastel de pavo
1461,Patel de pollo
1462,Pastel de puerco
1463,Pastel de ternera
1464,Pata de carnera cocida
1465,Peperami
1466,Peperoni
1467,Pescuezo de pollo con piel sin hueso
1468,Pollo crispy
1469,Pollo rostizado
1470,Pulpa de res
1471,Queso amarillo
1472,Queso americano fundido
1473,Queso añejo
1474,Queso añejo rallado
1475,Queso asadero
1476,Queso blue cheese
1477,Queso brick
1478,Queso brie
1479,Queso camembert
1480,Queso canasto
1481,Queso cheddar
1482,Queso cheddar rallado
1483,Queson Cheezwiz
1484,Queso Cheshire
1485,Queso chichuahua
1486,Queso Chihuahua fresco
1487,Queso chihuahua rallado
1488,Queso colby estilo Cheddar
1489,Queso cotija
1490,Queso crema light
1491,Queso de cabra con ceniza
1492,Queso de cabra duro
1493,Queso de cabra semi suave
1494,Queso de cabra suave
1495,Queso edam
1496,Queso feta
1497,Queso fontina
1498,Queso fundido
1499,Queso gouda
1500,Queso gruyere
1501,Queso Limburger
1502,Queso manchego
1503,Queso manchego rallado
1504,Queso manchego rebanado
1505,Queso menonita
1506,Queso Monterrey
1507,Queso mozarella
1508,Queso mozarella rallado
1509,Queso mozarella suave
1510,Queso Muenster
1511,Queso neufchatel
1512,Queso Oaxaca
1513,Queso pasteurizado americano
1514,Queso pasteurizado suizo
1515,Queso port salut
1516,Queso provolone
1517,Queso ricotta
1518,Queso romeno
1519,Queso roquefort
1520,Queso suizo
1521,Queso suizo rallado
1522,Queso tipo americano
1523,Queso tipo roquefort
1524,Queso velveta
1525,Retazo
1526,Retazo con hueso
1527,Retazo de pollo
1528,Retazo de res
1529,Retazo de ternera
1530,Rib eye
1531,Salami
1532,Salami de ternera
1533,Salchicha
1534,Salchicha ahumada
1535,Salchicha de pollo
1536,Salchicha de puerco
1537,Salchicha de ternera
1538,Salchicha vienna
1539,Salchicha vienna ahumada
1540,Sesos de res cocidos
1541,Sesos de res crudos
1542,Sesos de res fritos
1543,T-bone con grasa cocido
1544,"Tofu, frito"
1545,Tripas de res
1546,Ubre 
1547,Velveta
1548,Yema
1549,Yema de huevo
1550,Yema de huevo en polvo
1551,ALF** fresa con lactobacillus casei Shirota
1552,ALF** mango con lactobacillus casei Shirota
1553,ALF** manzana con lactobacillus casei Shirota
1554,Leche Alpura Ligh Extra
1555,Leche de soya
1556,Leche descremada
1557,Leche descremada con chocolate
1558,Leche descremada en polvo
1559,"Leche descremada en polvo, recucida en Ca"
1560,Leche en polvo descremada
1561,Leche evaporada descremada
1562,Leche evaporada semidescremada
1563,Leche Lala Extracalcio Light
1564,Leche Lala Light
1565,Leche Lala Siluette Plus
1566,Leche Lala Vive con fibra
1567,Leche Lala Vive Deslactosada ligth
1568,Leche light Extra
1569,Natilla Lala Siluette Plus
1570,PLF* sin azúcar con Lactobacillus casie Chirota
1571,Vitalinez bebible
1572,Vitalinea sólido
1573,Yoghur bajo en grasa
1574,Yoghur Lala Light batido
1575,Yoghur Lala Light bebible
1576,Yoghur Lala Siluette Plus de fruta
1577,Yoghur Lala Vive con fribra 0%
1578,Yoghur light
1579,Yoghur light de fruta
1580,Yoghur para beber con fruta BAJA EN CALORIAS
1581,ALF** natural con Lactobacillus casei Shirota
1582,Leche evaporada semidescremada
1583,Leche fácil digestión
1584,Leche Lactium MX
1585,Leche Lala Extracalcio Deslactosada
1586,Leche Lala Extracalcio Semidescremada
1587,Leche Lala Semidescremada
1588,Leche Lala Vive Deslactosada semidescremada
1589,Leche Lala Vive sin colesterol con omega 3
1590,Leche semidescremada
1591,Leche semidescremada 1%
1592,Leche semidescremada 2%
1593,Licuado de leche Lala Siluette Plus
1594,Activia natural
1595,Activia natural bebible
1596,Activia natural sólido
1597,Jocoque
1598,Jcoque ligero
1599,Jocoque seco
1600,Leche
1601,Leche caliente
1602,Leche clavel
1603,Leche cruda 
1604,Leche de burra
1605,Leche de cabra
1606,Leche de vaca
1607,Leche en polvo
1608,Leche entera
1609,Leche entera baja en sodio
1610,Leche entera en polvo
1611,Leche entera en polvo adicionada
1612,Leche entera evaporada
1613,Leche entera ultrapasteurizada
1614,Lerche evaporada
1615,Leche fría
1616,Leche hervida
1617,Leche humana
1618,Leche Lala Desarrollo en polvo
1619,Leche Lala Entera
1620,Leche Liconsa Te Nutre
1621,Leche materna
1622,Leche maternizada en polvo
1623,Leche omega verde
1624,Leche pasteurizada
1625,Leche preparada
1626,Yoghur
1627,Yoghur Lala batido
1628,Yoghur Lala Vive con fibra
1629,Yoghur natural
1630,ALF* para beber fresa con Lactobacillus casei Shirota
1631,ALF* para beber mango con Lactobacillus casei Shirota
1632,ALF* para beber natural con Lactobacillus casei Shirota
1633,Alimento lácteo fermentado con Actiregularis sabor Ciruela Pasa (bebible)
1634,Alimento lácteo fermentado con Actiregularis sabor Ciruela Pasa (sólido)
1635,Alimento lácteo fermentado con Actiregularis sabor fresa (bebible)
1636,Alimento lácteo fermentado con Actiregularis sabor fresa (sólido)
1637,Alimento lácteo fermentado sabor fresa (Lactobacillus casei y Streptococcus thermophilus)
1638,Alimento lácteo fermentado sabor manzana  (Lactobacillus casei y Streptococcus thermophilus)
1639,Alimento lácteo fermentado sabor natural  (Lactobacillus casei y Streptococcus thermophilus)
1640,Bio 4
1641,Chongos zamoranos
1642,Helado de café
1643,Helado de café bajo en calorías
1644,Helado de  chocolate
1645,Helado de chocolate bajo en calorías
1646,Helado de fresa
1647,Helado de fresa bajo en calorías
1648,Helado de vainilla
1649,Helado de vainilla bajo en calorías
1650,Helado de yogur
1651,Helado de yogur de fresa
1652,Helado napolitano
1653,Helado napolitano bajo en calorías
1654,Leche con chocolate
1655,Leche con chocolate semidescremada 1%
1656,Leche con vainilla
1657,Leche de soya saborizada
1658,Leche descremada con chocolate
1659,Leche en polvo sabor fresa
1660,Leche en polvo sabor vainilla
1661,Leche fermentada con latobacilos
1662,Leche fermentada con latobacilos sabor naranja
1663,Leche fermentada con latobacilos sabor natural
1664,Leche fermentada con latobacilos sabor  vainilla
1665,Leche Lala saborizada
1666,Leche Lala Vive con fribra saborizada
1667,Leche malteada de chocolate
1668,Leche malteada sabor chocolate
1669,Leche malteada sabor fresa
1670,Leche malteada sabor vainilla
1671,Leche semidescremada sabor chocolate
1672,Malteada de chocolate
1673,Malteada de fresa
1674,Malteada de vainilla
1675,Nescafé Dolce Gusto late macchiato (1 cápsula de leche + 1 cápsula de cocoa
1676,Nescafé Dolce Gusto caramel latte macchiato (1 cápsula de leche + 1 cápsula de cocoa
1677,Nescafé Dolce Gusto Chococino (1 cápsula de leche + 1 cápsula de cocoa
1678,PLF* con Lactobacillus casei Shirota
1679,Queso petit Suisse
1680,Yoghur Activia de Ciruela Pasa
1681,Yoghur bebible sabor durazno
1682,Yoghur bebible sabor  fresa
1683,Yoghur bebible sabor piña colada
1684,Yoghur de café
1685,Yoghur de fruta
1686,Yoghur de vainilla
1687,Yoghur Lala batido
1688,Yoghur Lala bebible frutas
1689,Yoghur Lala Vive con fibra
1690,Yoghur Lala Vive deslactosada
1691,Yoghur Lala Vive sin colesterol con Menoscol
1692,Yoghur para beber sabor fresa
1693,Yoghur de soya
1694,Aceite
1695,Aceite comestible
1696,Aceite de aguacate
1697,Aceite de ajonjolí
1698,
1699,Aceite de almendra
1700,Aceite de cachuate
1701,Aceite de cacao
1702,Aceite de canola
1703,Aceite de cártamo
1704,Aceite de coco
1705,Aceite de girasol
1706,Aceite de girasol 60% con ácido linoleico
1707,Aceite de girasol 70% con ácido aleico
1708,Aceite de hígado de bacalao
1709,Aceite de maíz
1710,Aceite de oliva
1711,Aceite de oliva extra virgen
1712,Aceite de olivo
1713,Aceite de palma
1714,Aceite de soya
1715,Aceite de soya y algodón
1716,Aceite en spray
1717,Aceituna negra sin hueso
1718,Aceituna verde con hueso
1719,Aceituna verde sin hueso
1720,Aceitunas rellenas de anchoa
1721,Aceitunas rellenas de pimiento
1722,Aderezo
1723,Aderezo blue cheese
1724,Aderezo con queso y ajo
1725,Aderezo cremoso
1726,Aderezo de ciruela pasas
1727,Aderezo de hierbas finas
1728,Aderezo de mayonesa
1729,Aderezo de miel y mostaza
1730,Aderezo francés
1731,Aderezo italiano
1732,Aderezo italiano bajo en calorías
1733,Aderezo italiano cremoso
1734,Aderezo italiano cremoso bajo en calorías
1735,Aderezo jalapeño
1736,Aderezo mil islas
1737,Aderezo ranch
1738,Aderezo roquefort
1739,Aderezo ruso
1740,Aderezo tipo blue cheese
1741,Aderezo tipo cesar
1742,Aderezo tipo francés
1743,Aderezo tipo mil islas
1744,Aderezo tipo ranch
1745,Aderezo vinagreta casera
1746,Aderezo vinagreta comercial
1747,Aguacate California
1748,Aguacate de pellejo
1749,Aguacate florida
1750,Aguacate hass
1751,Aguacate madiano
1752,Aguacate verde
1753,Calahua
1754,Coco
1755,Coco de aceite
1756,Coco deshidratado
1757,Coco en hojuelas
1758,Coco entero
1759,Coco fresco
1760,Coco rallado
1761,Coco rallado y endulzado
1762,Ccoc seco
1763,Coco seco y endulzado
1764,Coquito
1765,Crema
1766,Crema 20% grasa (dulce)
1767,Crema 40% grasa (agria)
1768,Crema ácida
1769,Crema agria
1770,Crema batida
1771,Crema batida en aerosol
1772,Creama chantilly
1773,Creama de coco dulce
1774,Creama de coco natural
1775,Crema de leche en polvo
1776,Creama dulce
1777,Crema dulce para batir
1778,Crema entera
1779,Crema Lala Light
1780,Crema ligera
1781,Crema natural
1782,Crema para batir
1783,Crema para café
1784,Dip
1785,Dip de cebolla
1786,Dip preparado
1787,Dip preparado con crema
1788,Grasa de tocino
1789,Grasas animales
1790,Grasas vegetales para cocinar
1791,Guacamole
1792,Lardo
1793,Manteca de cerdo
1794,Manteca vegetal
1795,Mantequilla
1796,Mantequilla con sal
1797,Mantequilla derretida
1798,Mantequilla Lala Reducida en grasa
1799,Mantequilla sin sal
1800,Margarita
1801,Margarita baja en grasa
1802,Margarita con sal
1803,Margarita sin sal
1804,Mayonesa
1805,Media crema
1806,Pam
1807,Praliné
1808,Queso crema
1809,Queso crema bajo en grasa
1810,Queso crema untable
1811,Queso Philadelphia
1812,Salsa alfredo
1813,Salsa holandesa industrializada
1814,Salsa tártara industrializada
1815,Salsa tártara sin grasa
1816,Salsa velouté
1817,Tocino
1818,Tocino ahumado
1819,Tocino en lonja
1820,Tocino frito
1821,Tocino imitación
1822,Vinagreta
1823,Vinagreta baja en calorías
1824,Vinagreta comercial
1825,Ajonjoli
1826,Ajonjoli tostado
1827,Almendra
1828,Almendra acaramelada
1829,Alemndra ahumada
1830,Almendra deshidratada
1831,Almendra fileteada
1832,Almendra picada
1833,Almendra tostada
1834,Avellana
1835,Avellana picada
1836,Avellana salada
1837,Avellana tostada
1838,Cacahuate
1839,Cacahuate acaramelado
1840,Cacahucate cocido
1841,Cacahuate con cáscara
1842,Cacahuate con pepitas
1843,Cacahuate con piel
1844,Cacahuate enchilado
1845,Cacahuate japonés
1846,Cacahuate picado
1847,Cacahuate salado
1848,Cacahuate tostado
1849,Cacahuates confitados
1850,Cacahuates cubiertos con salsa y limón
1851,Cacoa con cáscara
1852,Cacoa pataste
1853,Cacao sin cascara
1854,Chía
1855,Chilorio
1856,Chilorio de pavo
1857,Chistorra
1858,Chorizo
1859,Chorizo de pollo
1860,Chorizo vegetariano
1861,Coroso
1862,"Falafel, hecho en casa"
1863,Harina de ajonjolí
1864,Harina de almendras
1865,Harina de cacahuate
1866,Hot nuts
1867,"Hummus, de garbanzo (1 cda)"
1868,Jamón serrano
1869,Kkwatte sabritas  japonés
1870,Kkwatte sabritas  salados
1871,Mafer tostados sazonados
1872,Mantequilla de cacachuate
1873,Mazapan Azteca Oreo
1874,Mazapan sin azúcar
1875,Nueces mixtas
1876,Nuez
1877,Nuez acaramelada
1878,Nuez de castilla
1879,Nuez de la india acaramelada
1880,Nuez de la india con almendras
1881,Nuez de la india sin sal
1882,Nuez de la india sin sal en mitades
1883,Nuez de la india tostada sin sal 
1884,Nuez de macadamia deshidratada
1885,Nuez deshidratada
1886,Nuez en mitades
1887,Nuez entera
1888,Nuez garapiñada
1889,Nuez picada
1890,Nuez tostada
1891,Pasta de almendras
1892,Pasta de cacahuate
1893,Pasta de cacahucate desgrasada
1894,Paté
1895,Paté de cerdo
1896,Paté de Foie gras
1897,Paté de ganso
1898,Paté de higado  de cerdo
1899,Paté de hígado de ternera
1900,Paté de pollo
1901,Paté de ternera
1902,Pepita limpia
1903,Pepitas
1904,Pepitas con cáscara
1905,Pepitas de calabaza
1906,Pepitas de melón
1907,Pepitas tostadas
1908,Pepperoni
1909,Piñón
1910,Pistache
1911,Pistache tostado
1912,Queso de puerco
1913,Salsa bearnesa industrializada
1914,Salsa bechabel
1915,Salsa blanca
1916,Salsa de ajonjolí
1917,Salsa de cacahuate
1918,Salsa de pimienta verde
1919,Salsa de queso
1920,Salsa pesto
1921,Selección de botana mexicana
1922,Semilla de calabaza
1923,Semilla de calabaza menuda
1924,Semilla de chía
1925,Semilla de girasol
1926,Semilla de girasol tostada
1927,Tocino vegetariano
1928,Aderezos para ensalada bajos en calorías y grasa
1929,Agua quina
1930,Ate
1931,Ate de guayaba
1932,Ate de membrillo
1933,Azúcar blanca
1934,Azúcar de mesa
1935,Azúcar glass
1936,Azúcar granulada
1937,Azúcar mascabado
1938,Azúcar morena
1939,Bebida láctea fermentada
1940,Bebida para deportistas
1941,Bebida para deportistas en polvo
1942,Boost *
1943,Bubbaloo xtreme
1944,Bubulubu
1945,Burn *
1946,Café capuchino helado
1947,Café capuchino instantáneo
1948,Cajeta
1949,Caramelo
1950,Caramelo de mantequilla
1951,Caramelo macizo
1952,Caramelo salvavidas
1953,Cáscara de naranja cristalizada
1954,Castaña
1955,Castaña con cáscara
1956,Castaña asada
1957,Chewy candy
1958,Chicle
1959,Chicle bajo en azúcar
1960,Chicloso
1961,Chocolate en polvo sin azúcar
1962,Cococa en polvo
1963,Conos de helado
1964,Crazy dips sabor frutas
1965,Cubierta de chocolate 
1966,Cubierta de fresa
1967,Cubierta de piña
1968,Cueritos de fruta
1969,Flan en polvo
1970,Fruta cristalizada
1971,Gatorade variedad de sabores
1972,Gelatina
1973,Gelatina de sabor en polvo
1974,Gelatina en polvo para agua
1975,Gelatina en polvo para leche
1976,Gelatina preparada
1977,Gomitas
1978,Halls nite
1979,Jalea
1980,Jarabe de chocolate
1981,Jarabe de sabor para preparar agua
1982,Jugo de caña de azucar
1983,Jugo de ciruela pasa
1984,Jugo de citricos preparados con agua
1985,Jugo de fruta concentrado
1986,Jugod e frutas
1987,"Jugo de zanahoria, manzana y 3 frutas citricas"
1988,Jugo natural´es de Lala
1989,Leche condensada
1990,Leche condensada light
1991,Leche en polvo sabor chocolate con malbavisco
1992,leche en polvo sabor fudge de chocolate
1993,Malvavisco
1994,Malvavisvo miniatura
1995,Melaza
1996,Mentas de caramelo
1997,"Merngue ""duro"""
1998,Mermelada
1999,Mermelada con frustosa
2000,"Mermelada de fruta, menos azucar"
2001,miel  
2002,Miel de abeja
2003,Miel de caña
2004,Miel de maiz
2005,Miel de jarabe sabor maple
2006,Monster Energy*
2007,Monster Kaos*
2008,Mousse de chocolate sin grasa
2009,Néctar de fruta
2010,Nescafe Dolca gusto Nestea peach
2011,Nieves de frutas
2012,Obelas de cajeta
2013,Paleta de caramelo
2014,Paleta helada de agua
2015,Paleta helada de fruta
2016,Paleta helada de fruta sin azúcar
2017,Paleta helada de yogur sabor coco
2018,Panditas
2019,Pasitas con chocolate
2020,Piloncillo
2021,Piloncillo rallado
2022,Ponche de frutas
2023,Queso de tuna
2024,Red Bull*
2025,Refresco
2026,Refresco de cola
2027,Refresco de frutas
2028,Salsa catsup
2029,Salsa de manzana
2030,Salsa de tamarindo
2031,Salsa demiglass
2032,Skwinkes clásicos
2033,So be rush
2034,Té helado en polvo
2035,Tribu *
2036,Aderezo blue cheese bajo en calorias
2037,Aderezo de miel
2038,Aderezo de miel y mostaza bajo calorias
2039,Aderezo fránces bajo en calorías
2040,Aderezo mil islas bajo en calorías
2041,Aderezo ranch bajo en calorías
2042,Aderezo ruso bajo en calorías
2043,Aderezo tipo cesar bajo en   calorías
2044,Almendra con chocolate
2045,Almond joy
2046,Almond joy miniatura
2047,Cacahuate confitado (chocolate)
2048,Carlos V
2049,Chispas de chocolate hershey
2050,Chispas de chocolate     
2051,Chocolate amargo
2052,Chocolate blanco
2053,Chocolate blanco son azúcar
2054,Chocolate con arroz tostado
2055,Chocolate con almendras
2056,Chocolate con azúcar
2057,Chocolate con galleta y caramelo
2058,Chocolate con leche
2059,Chocolate con leche con menos del 10% proteinas
2060,Chocolate con leche y almendras sin azúcar
2061,Chocolate con nugar
2062,Chocolate con nugar y cacahuate
2063,Chocolate de coco y almendras
2064,Chocolate de leche
2065,Chocolate de menta
2066,Chocolate en polvo con más del 10% proteínas
2067,Chocolate en polvo con menos del 10% proteinas
2068,Chocolate en polvo DICONSA
2069,Chocolate en polvo sin azúcares
2070,Chocolate fundido
2071,Chocolate rallado
2072,Chocolate semi amargo
2073,Chocolate sin azúcar
2074,Cocada
2075,Crema en polvo para café
2076,Flan casero
2077,Flan de caja preparado con leche descremada
2078,Flan de caja preparado con leche entera
2079,herchey´s creme´n ´arandano
2080,Jarabe de coco
2081,Kinder delice
2082,Kranky
2083,Lunetas
2084,Malvavisco con chocolate
2085,Mayonesa baja en grasa
2086,Mayonesa light
2087,Mazapan
2088,Menta cubierta con chocolate
2089,Mole
2090,Mole de pepita
2091,Mole poblano
2092,Mole poblano en pasta
2093,Mole poblano preparado
2094,Mousse de chocolate
2095,Palanqueta de cacahuate
2096,Paleta helada de café con cubierta de chocolate y almendras
2097,Paleta helada de chocolate cubierta con chocolate
2098,Paleta helada de crema con café cubierta de chocolate y almendras
2099,Paleta helada de vainilla cubierta con chocolate
2100,Paleta helada de vainilla cubierta con chocolate y almendras
2101,Pipián
2102,Rompope sin alcohol
2103,Salsa de cebollin
2104,Salsa de epazote
2105,Achiote                                                                                                                        
2106,Agua
2107,Agua mineral
2108,Ajo en polvo
2109,Albahaca deshidratada
2110,Albahaca molida
2111,Alcaparras
2112,Alcaravea
2113,Anís
2114,Arúgula
2115,Aspartame
2116,Azafrán
2117,Café americano
2118,Café con azúcar
2119,Café de grano
2120,Café descafeinado
2121,Café descafeinado preparado
2122,Café en polvo
2123,Café de polvo descafeinado
2124,Café en polvo sabor moka
2125,Café express
2126,Café instantáneo
2127,Café intantánio preparado
2128,"Café instantáneo, descafeinado"
2129,Café molido
2130,Café ó té sin azúcar
2131,Café sin azúcar
2132,Caldo
2133,Caldo de carne
2134,Caldo de carne concentrado
2135,Caldo de pescado
2136,Caldo de pollo
2137,Caldo de pollo concentrado
2138,Caldo de pollo enlatado
2139,Caldo de res
2140,Caldo de res enlatado
2141,Canela
2142,Canela en polvo
2143,Canela en raja
2144,Canela molida
2145,Cardamomo
2146,Cardamomo molido
2147,Cáscara de limón
2148,Cáscara de naranja
2149,Cebolla deshidratada
2150,Cebolla en polvo
2151,Cebollín
2152,Cebollín deshidratada
2153,Cebollín fresco
2154,Cebollín liofilizado
2155,Chicle sin azúcar
2156,Chicle casacabel
2157,Chicle en polvo
2158,Chicle piquín
2159,Chicle piquín molido
2160,Chocolate para repostería sin azúcar
2161,Clavo
2162,Clavo de olor
2163,Clavo en polvo
2164,Clavo entero
2165,Clavo molido
2166,Clight
2167,Cocca Cola de dieta
2168,Cocca Cola Zero
2169,Coca light
2170,Cocacola de dieta
2171,Cocoa en polvo con aspartame
2172,Cocoa sin azúcar
2173,Cocoa sin azúcar Hershey
2174,Comino
2175,Comino entetro
2176,Comino molido
2177,Concentrado de pollo
